AccountId,AccountName,CloseDate,District,IsWon,ItemCategory,OpportunityId,OpportunityName,OpportunityOwner,"Opportunity_IsClosed",OwnerId,ProductCode,ProductFamily,Quantity,ResellerId,SalesOrder,SizeGb,StageName,SubDistrict,SubTheater,Theater,TotalPrice,UnitPrice,"_time"
00140000011MqHmAAK,"Anaplan, Inc.","2015-04-29","Central West",True,Subscription,0064000000WT78XAAT,"Anaplan, Inc. - Renew Cloud","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"20.0",,,"20.0","Closed Won (100%)","Central West",Territory,AMER,"21600.0","1080.0","2015-04-29T00:00:00.000-0700"
00140000011MqHmAAK,"Anaplan, Inc.","2015-04-29","Central West",True,Subscription,0064000000WT78XAAT,"Anaplan, Inc. - Renew Cloud","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"10.0",,,"10.0","Closed Won (100%)","Central West",Territory,AMER,"14490.0","1449.0","2015-04-29T00:00:00.000-0700"
0014000000ei6zgAAA,"Cadreon LLC","2014-07-31","Central West",True,Subscription,0064000000X0Hs2AAF,"Cadreon (IPG Mediabrands) - Cloud - Centralized Logging","Amy Stephens",True,00540000001DmN8AAK,SCLD,Subscription,"1.0",,,"10.0","Closed Won (100%)",West,Territory,AMER,"25000.0","25000.0","2014-07-31T00:00:00.000-0700"
0014000000KBzQAAA1,"Recreational Equipment, Inc.","2015-04-30",West,True,Subscription,0064000000caNLfAAM,"REI - Splunk>Cloud for Security","Bryce Neal",True,005400000020DWOAA2,"SE-S-CLD",Subscription,"10.0",,47043,"10.0","Closed Won (100%)",Northwest,"Major Accounts",AMER,"33120.0","3312.0","2015-04-30T00:00:00.000-0700"
00140000011MqHmAAK,"Anaplan, Inc.","2014-04-29","Central West",True,Subscription,0064000000WSLdLAAX,"Anaplan - Cloud","Amy Stephens",True,00540000001DmN8AAK,SCLD,Subscription,"1.0",,,"20.0","Closed Won (100%)","Central West",Territory,AMER,"29000.0","29000.0","2014-04-29T00:00:00.000-0700"
0014000000LOqjHAAT,"Healthmarkets, Inc.","2014-10-31",Central,True,Subscription,0064000000aNfBxAAK,"Net New 20GB","Chris Woodcock",True,00540000002btWTAAY,SCLD,Subscription,"1.0",0014000000KC05MAAT,,"20.0","Closed Won (100%)","South Central",Enterprise,AMER,"20400.0","20400.0","2014-10-31T00:00:00.000-0700"
0014000001WgToSAAV,"Mygrocerydeals.com","2014-12-10",Central,True,Subscription,0064000000bIYD5AAO,"MyGroceryDeals- Cloud","Huguette Mpeye",True,00540000001zU8kAAE,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","E. Canada",Enterprise,AMER,"1500.0","1500.0","2014-12-10T00:00:00.000-0800"
0014000000KBxH6AAL,"Herbalife Ltd, Inc.","2015-04-29","West 1",True,Subscription,0064000000bxYIkAAM,"Herbalife Splunk Enterprise 10GB","Brian Gordon",True,00540000002btSCAAY,"SE-S-CLD",Subscription,"10.0",,46912,"10.0","Closed Won (100%)","SoCal 2",Enterprise,AMER,"12696.0","1269.6","2015-04-29T00:00:00.000-0700"
0014000000KBwTPAA1,"Target Corporation","2014-07-29",East,True,Subscription,0064000000X38LOAAZ,"Target ACDC Cloud TypeAhead","Russ Henriksen",True,00540000001RuVSAA0,SCLD,Subscription,"1.0",,,"50.0","Closed Won (100%)","North Central","Major Accounts",AMER,"57000.0","57000.0","2014-07-29T00:00:00.000-0700"
0014000000ii3bjAAA,"Radian Group Inc.","2014-12-29",East,True,Subscription,0064000000X30qOAAR,"ISR-Radian Group 100GB Splunk Cloud for Log Aggregation/Analysis/Single Pane of Glass monitoring","Mark Burton",True,005400000020xu9AAA,"SCLD-100GB",Subscription,"1.0",,,"100.0","Closed Won (100%)",Northeast,Enterprise,AMER,"80000.0","80000.0","2014-12-29T00:00:00.000-0800"
00140000012WRZ7AAO,"Shocase, Inc.","2014-06-25","Central West",True,Subscription,0064000000X1N8yAAF,"Social In Soma - 5GB Cloud","Amy Stephens",True,00540000001DmN8AAK,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)",West,Territory,AMER,"10200.0","10200.0","2014-06-25T00:00:00.000-0700"
0014000000deBgwAAE,"Orbitz Worldwide","2014-10-31",East,True,Subscription,0064000000aO4NAAA0,"Orbitz Cloud 10GB","Graham Mabon",True,00540000001RrvSAAS,"SCLD-10GB",,"1.0",0014000000W2hV4AAJ,,"10.0","Closed Won (100%)","North Central","Major Accounts",AMER,"13593.0","13593.0","2014-10-31T00:00:00.000-0700"
0014000000SvaCdAAJ,"ServiceNow Inc","2014-04-29","West 1",True,Subscription,0064000000WRnV9AAL,"ServiceNow- K14 Splunk Cloud","Jason Stein",True,00540000001RBqNAAW,SCLD,Subscription,"1.0",,,"100.0","Closed Won (100%)","SoCal 1",Enterprise,AMER,"5000.0","5000.0","2014-04-29T00:00:00.000-0700"
0014000000KBy0fAAD,"NIKE, Inc.","2014-10-24",West,True,Subscription,0064000000UhM06AAF,"Nike EAA","Corey Kincaid",True,00540000001E61mAAC,SCLD,Subscription,"1.0",,,"6000.0","Closed Won (100%)",Northwest,"Major Accounts",AMER,"2166666.67","2166666.67","2014-10-24T00:00:00.000-0700"
0014000000MRlAbAAL,"The Climate Corporation","2014-06-11","Central West",True,Subscription,0064000000StLccAAF,"The Climate Corporation - Cloud","Amy Stephens",True,00540000001DmN8AAK,SCLD,Subscription,"1.0",,,"50.0","Closed Won (100%)",West,Territory,AMER,"68400.0","68400.0","2014-06-11T00:00:00.000-0700"
00140000012UceTAAS,"Bloomreach, Inc.","2014-10-28","Central West",True,Subscription,0064000000X0M98AAF,"Bloomreach-5GB Cloud","John Cress",True,00540000000oHPBAA2,"SCLD-5GB",,"1.0",,,"5.0","Closed Won (100%)","Central West",Territory,AMER,"8100.0","8100.0","2014-10-28T00:00:00.000-0700"
0014000000KcZabAAF,"Financial Industry Regulatory Authority","2015-01-30",East,True,Subscription,0064000000Uix2vAAB,"Cloud Growth","Danny Ansell",True,00540000001EHDpAAO,SCLD,Subscription,"1.0",,,"200.0","Closed Won (100%)",MidAtlantic,Enterprise,AMER,"97300.0","97300.0","2015-01-30T00:00:00.000-0800"
0014000000OYnLuAAL,"YottaMark, Inc.","2014-06-12",West,True,Subscription,0064000000X1mIbAAJ,"YottaMark 5GB Cloud","Mary Polyakova",True,0054000000220EYAAY,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","NorCal 2",Enterprise,AMER,"9999.0","9999.0","2014-06-12T00:00:00.000-0700"
0014000000suS3MAAU,"Brivo Systems","2014-10-23",East,True,Subscription,0064000000YSMv0AAH,"Brivo Systems-10GB Cloud and PS","Denise Koper",True,0054000000222nLAAQ,"SCLD-10GB",,"1.0",,,"10.0","Closed Won (100%)",East,Territory,AMER,"13800.0","13800.0","2014-10-23T00:00:00.000-0700"
0014000000fI047AAC,PrecisionLender,"2015-04-21",East,True,Subscription,0064000000ezMeIAAU,"Lender Performance Group-Storm Customer to Splunk Cloud 5GB","Alonso Robles",True,005400000022CuWAAU,"SE-S-CLD",Subscription,"5.0",,46354,"5.0","Closed Won (100%)",East,Territory,AMER,"6480.0","1296.0","2015-04-21T00:00:00.000-0700"
0014000001VwlgTAAR,"Essex Property Trust, Inc.","2015-01-08","Central West",True,Subscription,0064000000bGQvaAAG,"Essex Property Trust -25GB Cloud","John Cress",True,00540000000oHPBAA2,SCLD,Subscription,"1.0",0014000000KC0TnAAL,,"25.0","Closed Won (100%)",West,Territory,AMER,"26250.0","26250.0","2015-01-08T00:00:00.000-0800"
0014000000OpveIAAR,"WP, LLC","2015-01-23",East,True,Subscription,0064000000bIuCcAAK,"Washington Post , Splunk Cloud","Andrew Hershey",True,00540000001S7k6AAC,SCLD,Subscription,"1.0",,,"500.0","Closed Won (100%)",MidAtlantic,"Major Accounts",AMER,"200000.0","200000.0","2015-01-23T00:00:00.000-0800"
0014000000ii3WjAAI,"Republic Services, Inc.","2015-01-29",West,True,Subscription,0064000000aOwo7AAC,"RSI-200 GB-Cloud","Donovan Sipe",True,00540000002btQuAAI,SCLD,Subscription,"1.0",0014000000KBzbfAAD,,"200.0","Closed Won (100%)",Southwest,"Major Accounts",AMER,"354375.0","354375.0","2015-01-29T00:00:00.000-0800"
0014000000KBy76AAD,"Costco Wholesale Corporation","2014-10-02",West,True,Subscription,0064000000QlkGbAAJ,"Costco - Business Systems - SAP Integration Project","Phil McNamee",True,00540000001D01ZAAS,"SCLD-50GB",,"1.0",,,"50.0","Closed Won (100%)",Northwest,"Major Accounts",AMER,"50000.0","50000.0","2014-10-02T00:00:00.000-0700"
0014000001SD5iEAAT,Captricity,"2014-10-17","Central West",True,Subscription,0064000000aN7WLAA0,"Captricity - Cloud","Amy Stephens",True,00540000001DmN8AAK,"SCLD-5GB",,"1.0",,,"5.0","Closed Won (100%)","Central West",Territory,AMER,"7695.0","7695.0","2014-10-17T00:00:00.000-0700"
0014000000mWWpsAAG,"Citrix Systems, Inc","2015-04-01",West,True,Subscription,0064000000eRk9HAAS,"Citrix Cloud.com - Splunk Cloud 10GB","Jay Meindertsma",True,005400000020qNNAAY,"SE-S-CLD",Subscription,"10.0",,45582,"10.0","Closed Won (100%)","NorCal 2","Major Accounts",AMER,"11040.0","1104.0","2015-04-01T00:00:00.000-0700"
0014000001ZhCpSAAV,HBX,"2015-05-01",East,True,Subscription,0064000000eE9UnAAK,"HBX - 5GB Cloud 1 year","Bob Evans",True,00540000003L7kDAAS,"SE-S-CLD",Subscription,"5.0",,45033,"5.0","Closed Won (100%)","New England",Enterprise,AMER,"8100.0","1620.0","2015-05-01T00:00:00.000-0700"
0014000000vP8cbAAC,Backupify,"2015-04-28",East,True,Subscription,0064000000d9KdKAAU,"Backupify Support Renewal 28 Jan 2016 to 27 Jan 2017 - A1","Tim Cashin",True,00540000000oHrjAAE,"SE-S-CLD",Subscription,"100.0",,,"100.0","Closed Won (100%)",East,Territory,AMER,"19945.21","199.4521","2015-04-28T00:00:00.000-0700"
0014000001Vvk8YAAR,Apploi,"2015-03-31",East,True,Subscription,0064000000eRb35AAC,"5GB Cloud from Storm","Scott Jamison",True,00540000001RaQSAA0,"SE-S-CLD",Subscription,"5.0",,45444,"5.0","Closed Won (100%)",East,Territory,AMER,"6480.0","1296.0","2015-03-31T00:00:00.000-0700"
0014000000gdw92AAA,"Brown Forman","2015-04-30",Southeast,True,Subscription,0064000000XhX9XAAV,"Brown Forman : Core 300GB or 400GB","Scottie Oliver",True,005400000021YiBAAU,"SE-S-CLD",Subscription,"150.0",,,"150.0","Closed Won (100%)","Southeast 2",Enterprise,AMER,"99600.0","664.0","2015-04-30T00:00:00.000-0700"
0014000000KBxuWAAT,"Alticor Inc.","2015-03-31","Central 1",True,Subscription,0064000000dBXZOAA4,"Amway 200GB cloud, ES, & VMware","Rhonda Ball",True,00540000001DneeAAC,"SE-S-CLD",Subscription,"200.0",0014000000KBxYOAA1,,"200.0","Closed Won (100%)","North Central 1",Enterprise,AMER,"360000.0","1800.0","2015-03-31T00:00:00.000-0700"
0014000001YzgGIAAZ,"EDENTITI PTY. LTD.","2015-03-16",Australia,True,Subscription,0064000000dBsKyAAK,"Edentiti-Splunk Cloud 5GB + 15 Months Retention","Ross Ford",True,00540000002cEIpAAM,"SE-S-CLD",Subscription,"5.0",,45329,"5.0","Closed Won (100%)","Australian Capital Territory",ANZ,APAC,"10141.65","2028.33","2015-03-16T00:00:00.000-0700"
0014000001YyeMFAAZ,"The Marketing Store","2015-03-27","Central West",True,Subscription,0064000000dApGmAAK,"The Marketing Store- 5GB - New - AWS and App aggregation","Cheryl Rogers",True,005400000021MMNAA2,"SE-S-CLD",Subscription,"5.0",,45307,"5.0","Closed Won (100%)","Central West",Territory,AMER,"8100.0","1620.0","2015-03-27T00:00:00.000-0700"
0014000000ii3bRAAQ,"Equity Residential","2015-05-20",Central,True,Subscription,0064000000eSIczAAG,"Equity Residential - 100GB ES Cloud","Chris Hipskind",True,005400000021CfPAAU,"SE-S-CLD",Subscription,"100.0",0014000000KBxYOAA1,,"100.0","Closed Won (100%)","North Central 2",Enterprise,AMER,"56000.0","560.0","2015-05-20T00:00:00.000-0700"
0014000001PNKOvAAP,"CFF Bank","2014-09-24",Central,True,Subscription,0064000000ZrnEXAAZ,"CFF Bank-CLOUD","Jim Holleyhead",True,00540000001RtFEAA0,"SCLD-5GB",,"1.0",,,"5.0","Closed Won (100%)","Central Canada",Enterprise,AMER,"8100.0","8100.0","2014-09-24T00:00:00.000-0700"
0014000000KBwzyAAD,"Take-Two Interactive Software, Inc.","2014-10-31",East,True,Subscription,0064000000JrsECAAZ,"Take-Two Interactive-Gaming Weblogs","Scott Jamison",True,00540000001RaQSAA0,SCLD,Subscription,"1.0",,,"100.0","Closed Won (100%)",East,Territory,AMER,"13369.86","13369.86","2014-10-31T00:00:00.000-0700"
0014000000eiOfQAAU,"Comcast Corporation","2015-01-14",East,True,Subscription,0064000000aPpCNAA0,"Comcast Labs- 10 GB beach head- Cloud","Andrew Hershey",True,00540000001S7k6AAC,"SCLD-10GB",,"1.0",,,"10.0","Closed Won (100%)",MidAtlantic,"Major Accounts",AMER,"13800.0","13800.0","2015-01-14T00:00:00.000-0800"
0014000000deVXTAA2,"1-800-FLOWERS.COM, Inc.","2015-01-06",East,True,Subscription,0064000000aQoVNAA0,"Flowers- Security Cloud","Lisa Chu-de Seve",True,00540000001yyGIAAY,SCLD,Subscription,"1.0",,,"50.0","Closed Won (100%)",Northeast,"Major Accounts",AMER,"210000.0","210000.0","2015-01-06T00:00:00.000-0800"
0014000000fJWSYAA4,"Cirrus Logic, Inc.","2014-09-25","Central West",True,Subscription,0064000000WzJ0YAAV,"Cirrus Logic - 20GB Cloud - Security","Renee Murdia",True,00540000001zaPhAAI,"SCLD-20GB",,"1.0",,,"20.0","Closed Won (100%)","Central West",Territory,AMER,"24000.0","24000.0","2014-09-25T00:00:00.000-0700"
0014000000yKuKyAAK,"Catholic Health Initiatives","2014-12-29",West,True,Subscription,0064000000Vwx0gAAB,"CHI - Security Phase II Cloud","Andrew Balistrieri",True,00540000001zHJuAAM,SCLD,Subscription,"1.0",0014000000KBzYkAAL,,"500.0","Closed Won (100%)",Southwest,"Major Accounts",AMER,"460275.0","460275.0","2014-12-29T00:00:00.000-0800"
0014000001VwVm5AAF,"Groupe Canam Inc","2015-01-09",Central,True,Subscription,0064000000aQlZ2AAK,"Groupe Canam-5gb Cloud","Huguette Mpeye",True,00540000001zU8kAAE,"SCLD-5GB",,"1.0",,,"5.0","Closed Won (100%)","E. Canada",Enterprise,AMER,"8100.0","8100.0","2015-01-09T00:00:00.000-0800"
0014000001aPdhKAAS,Nubank,"2015-04-27",Brazil,True,Subscription,0064000000eT800AAC,"Cloud 5GB","Marcelo Souza",True,00540000001Cs1bAAC,"SE-S-CLD",Subscription,"5.0",0014000000cXc0IAAS,46726,"5.0","Closed Won (100%)","Not in SFDC",LATAM,AMER,"5670.0","1134.0","2015-04-27T00:00:00.000-0700"
0014000000KBy0fAAD,"NIKE, Inc.","2014-10-24",West,True,Subscription,0064000000UhM06AAF,"Nike EAA","Corey Kincaid",True,00540000001E61mAAC,SCLD,Subscription,"1.0",,,"3000.0","Closed Won (100%)",Northwest,"Major Accounts",AMER,"2166666.66","2166666.66","2014-10-24T00:00:00.000-0700"
0014000000KBwJqAAL,"AOL, Inc.","2015-03-01",East,True,Subscription,0064000000aOKNZAA4,"AOL- Cloud for Mail","James Hill",True,00540000001DY1LAAW,SCLD,Subscription,"1.0",,,"1000.0","Closed Won (100%)",MidAtlantic,"Major Accounts",AMER,"250000.0","250000.0","2015-03-01T00:00:00.000-0800"
0014000001I4GmUAAV,"CraftWorks Restaurants & Breweries, Inc.","2014-10-31",East,True,Subscription,0064000000ZJKqmAAH,"CraftWorks Restaurants & Breweries, Inc.- Splunk Cloud & ESS/PCI","Mike Refakis",True,00540000001Dl8gAAC,SCLD,Subscription,"1.0",,,"10.0","Closed Won (100%)",East,Territory,AMER,"19887.78","19887.78","2014-10-31T00:00:00.000-0700"
0014000001XVVYSAA5,"Maxim's Caterers Ltd","2015-06-16","Greater China",True,Subscription,0064000000byqmWAAQ,"Maxim-5GB-PCI with 5GB Cloud + 5GB PCI Splunk App","Gareth Chan",True,005400000021fLdAAI,"SE-S-CLD",Subscription,"5.0",0014000000SwSwDAAV,,"5.0","Closed Won (100%)","Hong Kong","North Asia",APAC,"17982.0","3596.4","2015-06-16T00:00:00.000-0700"
0014000000KBx2dAAD,"Resmed Inc.","2014-10-02",West,True,Subscription,0064000000Zq3gwAAB,"ResMed Cloud Test Environ 5GB","Brian Gordon",True,00540000002btSCAAY,"SCLD-5GB",Subscription,"1.0",,,"5.0","Closed Won (100%)","SoCal 2",Enterprise,AMER,"7290.0","7290.0","2014-10-02T00:00:00.000-0700"
0014000000KBy0MAAT,"Tribune Company","2014-10-27",Central,True,Subscription,0064000000Zq9qkAAB,"Tribune - Cloud - 5 GB","Chris Hipskind",True,005400000021CfPAAU,"SCLD-5GB",Subscription,"1.0",0014000000KC05MAAT,,"5.0","Closed Won (100%)","North Central 2",Enterprise,AMER,"6885.0","6885.0","2014-10-27T00:00:00.000-0700"
0014000001Z0GNZAA3,CurMusic,"2015-03-04",East,True,Subscription,0064000000ddv8bAAA,"5GB Cloud","Tim Cashin",True,00540000000oHrjAAE,"SE-S-CLD",Subscription,"5.0",,44354,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","1620.0","2015-03-04T00:00:00.000-0800"
0014000000vQIpfAAG,"FiftyThree, Inc.","2014-09-17",East,True,Subscription,0064000000YQ3ApAAL,"Cloud, 5GB, 90day Retention","Scott Jamison",True,00540000001RaQSAA0,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","8100.0","2014-09-17T00:00:00.000-0700"
0013300001bfnQEAAY,"Louisiana Secretary of State","2015-06-02","State & Local",True,Subscription,0063300000fNx5nAAC,"Louisiana Secretary of State-LA- Core/Security/Mike Kaiser/SecureNation","John Spencer",True,00540000002bANyAAM,"SE-S-CLD",Subscription,"10.0",0014000000nPjTqAAK,48264,"10.0","Closed Won (100%)","South Central 1",SLED,"Public Sector","12006.0","1200.6","2015-06-02T00:00:00.000-0700"
0014000000KBxtiAAD,"Brown Shoe Company, Inc.","2014-10-02",Central,True,Subscription,0064000000VuUeZAAV,"Brown Shoe Company, Inc.- potential cloud opportunity","Collin Morphew",True,00540000002bS0KAAU,"SCLD-100GB",Subscription,"1.0",,,"100.0","Closed Won (100%)","South Central",Enterprise,AMER,"54320.0","54320.0","2014-10-02T00:00:00.000-0700"
0014000000stvUMAAY,Lyft,"2014-09-26","Central West",True,Subscription,0064000000X2enGAAR,"Lyft  - 50GB to 100GB Cloud Upgrade","Amy Stephens",True,00540000001DmN8AAK,SCLD,Subscription,"1.0",,,"50.0","Closed Won (100%)","Central West",Territory,AMER,"21616.44","21616.44","2014-09-26T00:00:00.000-0700"
00140000011NG1WAAW,"Leonardo Worldwide","2014-10-17",Central,True,Subscription,0064000000WSdDNAA1,"Leonardo WW cloud 20GB","Johanna Zaragoza",True,0054000000222nVAAQ,SCLD,Subscription,"1.0",,,"20.0","Closed Won (100%)","Central Canada 2",Enterprise,AMER,"6049.0","6049.0","2014-10-17T00:00:00.000-0700"
0014000001CnK2cAAF,"Livingston International","2014-10-31",East,True,Subscription,0064000000YS4TcAAL,"Livingston-50GB Perpetual +50GB ES","James Pazora",True,00540000002apuuAAA,"SCLD-50GB",,"1.0",,,"50.0","Closed Won (100%)",East,Territory,AMER,"50000.0","50000.0","2014-10-31T00:00:00.000-0700"
0014000000W01bAAAR,"Electric Cloud","2015-02-13","Central West",True,Subscription,0064000000dBBu7AAG,"Electric Cloud - 10GB Cloud","John Cress",True,00540000000oHPBAA2,"SCLD-5GB",Subscription,"1.0",0014000000fzLKEAA2,43807,"5.0","Closed Won (100%)","Central West",Territory,AMER,"7087.5","7087.5","2015-02-13T00:00:00.000-0800"
0014000000KBzcPAAT,"Equinix, Inc.","2014-07-31",West,True,Subscription,0064000000VIDhCAAX,"Equinix Opp- Log Monitoring Opp","Kira Shymanski",True,00540000000oHA2AAM,SCLD,Subscription,"1.0",,,"200.0","Closed Won (100%)",NoCal,Enterprise,AMER,"375000.0","375000.0","2014-07-31T00:00:00.000-0700"
0014000000dIvSGAA0,"Mashape Inc.","2014-11-10","Central West",True,Subscription,0064000000U6YYCAA3,"Mashape Inc. - 10GB Splunk Cloud","Amy Stephens",True,00540000001DmN8AAK,"SCLD-10GB",Subscription,"1.0",,,"10.0","Closed Won (100%)",West,Territory,AMER,"13800.0","13800.0","2014-11-10T00:00:00.000-0800"
0014000000KBxzQAAT,"HGST, a Western Digital Company","2014-12-03",West,True,Subscription,0064000000ZqNjmAAF,"HGST Paid Pilot","Gary Harris",True,00540000001ESPcAAO,SCLD,Subscription,"1.0",0014000000KC0WFAA1,,"100.0","Closed Won (100%)",Southwest,"Major Accounts",AMER,"66000.0","66000.0","2014-12-03T00:00:00.000-0800"
0014000000dhh1aAAA,"New York Public Radio","2014-12-08",East,True,Subscription,0064000000RP1ZvAAL,"Cloud 5GB, 90 day Retention","Scott Jamison",True,00540000001RaQSAA0,"SCLD-5GB",,"1.0",,,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","8100.0","2014-12-08T00:00:00.000-0800"
0014000000KByfJAAT,"Chicago Public Schools","2014-09-15","State & Local",True,Subscription,0064000000MUV6SAAX,"Chicago Public Schools - 20GB (Cloud)","John Zarour",True,00540000000oHPUAA2,"SCLD-20GB",,"1.0",0014000000KByxrAAD,,"20.0","Closed Won (100%)",Central,"State & Local","Public Sector","21600.0","21600.0","2014-09-15T00:00:00.000-0700"
0014000000z2W7kAAE,"Orrstown Bank","2014-08-29",East,True,Subscription,0064000000VHjVhAAL,"Orrstown Bank-CLOUD-Compliance","Michael Monk",True,00540000002anZBAAY,"SCLD-10GB",,"1.0",,,"10.0","Closed Won (100%)",East,Territory,AMER,"13800.0","13800.0","2014-08-29T00:00:00.000-0700"
0014000000KBzwyAAD,"Blizzard Entertainment, Inc.","2015-01-20",West,True,Subscription,0064000000YQqOWAA1,"Blizzard 1TB Cloud","Doug App",True,00540000001ywTeAAI,"SCLD-1TB",Subscription,"1.0",,,"1000.0","Closed Won (100%)",Southwest,"Major Accounts",AMER,"512000.0","512000.0","2015-01-20T00:00:00.000-0800"
00140000018Tfg3AAC,"Zimperium - US","2014-08-08","Central West",True,Subscription,0064000000YPZEpAAP,"Zimperium - 5GB Cloud","Amy Stephens",True,00540000001DmN8AAK,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","Central West",Territory,AMER,"8100.0","8100.0","2014-08-08T00:00:00.000-0700"
0014000001AHUW4AAP,"Oakland University","2015-01-30","Higher Ed",True,Subscription,0064000000YQLOxAAP,"Oakland University 10Gb License Cloud Security","Tim Abbey",True,00540000001DHZLAA4,"SCLD-10GB",,"1.0",,,"10.0","Closed Won (100%)","Higher Ed",SLED,"Public Sector","13800.0","13800.0","2015-01-30T00:00:00.000-0800"
0014000000ZFwnJAAT,"Royal Caribbean Cruises Ltd.","2014-10-31",East,True,Subscription,0064000000aOm5fAAC,"Royal Caribbean Cruises Splunk Cloud 170GB w ES","Bill Grande",True,00540000002bwxcAAA,SCLD,Subscription,"1.0",,,"170.0","Closed Won (100%)",Southeast,"Major Accounts",AMER,"108000.0","108000.0","2014-10-31T00:00:00.000-0700"
0014000000fJDIPAA4,"MemberSuite, Inc.","2015-01-26",East,True,Subscription,0064000000aQZ53AAG,"MemberSuite, Inc.- 10G Cloud","Sandhya Pallana",True,00540000001EOc8AAG,SCLD,Subscription,"1.0",,,"10.0","Closed Won (100%)",East,Territory,AMER,"13800.0","13800.0","2015-01-26T00:00:00.000-0800"
0014000000vQkPwAAK,"LNR Property LLC","2015-06-05",East,True,Subscription,0063300000fOzLcAAK,"LNR Property LLC-10GB Cloud","Leslie Brown",True,00540000002anZ6AAI,"SE-S-CLD",Subscription,"10.0",0014000000WTvPrAAL,48408,"10.0","Closed Won (100%)",East,Territory,AMER,"9660.0","966.0","2015-06-05T00:00:00.000-0700"
0014000000lQ77uAAC,Motionsoft,"2015-01-23",East,True,Subscription,0064000000VHU4EAAX,"Motionsoft - Cloud Renewal -15GB - one of first Cloud customers","Denise Koper",True,0054000000222nLAAQ,SCLD,Subscription,"1.0",,,"15.0","Closed Won (100%)",East,Territory,AMER,"7200.0","7200.0","2015-01-23T00:00:00.000-0800"
00140000011kNzsAAE,"Aviat US Inc.","2014-09-11","Central West",True,Subscription,0064000000Xi0wZAAR,"Aviat US Inc. - 5GB Cloud - IT Ops / Security","Renee Murdia",True,00540000001zaPhAAI,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","Central West",Territory,AMER,"17000.0","17000.0","2014-09-11T00:00:00.000-0700"
0014000000vP8cbAAC,Backupify,"2015-01-26",East,True,Subscription,0064000000VHUp3AAH,"Backupify Support Renewal 31 Jan 2015 to 30 Jan 2016 - R1","Tim Cashin",True,00540000000oHrjAAE,SCLD,Subscription,"1.0",,,"100.0","Closed Won (100%)",East,Territory,AMER,"20000.0","20000.0","2015-01-26T00:00:00.000-0800"
0014000000ZGnyjAAD,Celigo,"2015-06-09",West,True,Subscription,0064000000dcpEfAAI,"Celigo-5GB Cloud","John Cress",True,00540000000oHPBAA2,"SE-S-CLD",Subscription,"5.0",0014000000fzLKEAA2,48546,"5.0","Closed Won (100%)",West,Territory,AMER,"5467.5","1093.5","2015-06-09T00:00:00.000-0700"
0014000000MRlAbAAL,"The Climate Corporation","2015-06-18",West,True,Subscription,0064000000X2JYTAA3,"The Climate Corporation Support Renewal 12 Jun 2015 to 11 Jun 2016 - A1","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"50.0",,,"50.0","Closed Won (100%)",West,Territory,AMER,"50000.0","1000.0","2015-06-18T00:00:00.000-0700"
0013300001bB7xTAAS,Earthjustice,"2015-06-04",West,True,Subscription,0063300000epLk0AAE,"Earthjustice - Security Use Case","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"10.0",,48358,"10.0","Closed Won (100%)",West,Territory,AMER,"13800.0","1380.0","2015-06-04T00:00:00.000-0700"
0014000000xNZFdAAO,"Bench Accounting, Inc.","2015-04-15",East,True,Subscription,0064000000UkSLBAA3,"5GB Cloud","Scott Jamison",True,00540000001RaQSAA0,"SE-S-CLD",Subscription,"5.0",0014000000KBxYOAA1,46066,"5.0","Closed Won (100%)",East,Territory,AMER,"5670.0","1134.0","2015-04-15T00:00:00.000-0700"
0014000000hwHs2AAE,Okta,"2015-04-17","Central West",True,Subscription,0064000000ZqzhdAAB,"Okta - 150GB Cloud","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"150.0",,,"150.0","Closed Won (100%)","Central West",Territory,AMER,"96000.0","640.0","2015-04-17T00:00:00.000-0700"
0014000000hwHs2AAE,Okta,"2015-04-17","Central West",True,Subscription,0064000000ZqzhdAAB,"Okta - 150GB Cloud","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"25.0",,,"25.0","Closed Won (100%)","Central West",Territory,AMER,"24000.0","960.0","2015-04-17T00:00:00.000-0700"
00140000011l1xkAAA,Nomi,"2015-05-29",East,True,Subscription,0064000000eymUHAAY,"10GB Cloud","Scott Jamison",True,00540000001RaQSAA0,"SE-S-CLD",Subscription,"10.0",0014000000efzvzAAA,48180,"10.0","Closed Won (100%)",East,Territory,AMER,"9660.0","966.0","2015-05-29T00:00:00.000-0700"
